ADAN,"Carnival: Ansal Plaza, Vaishali",90,2018-10-29 17:00:00,GOLD,115.00,Available,07:30 PM,201810291930,night,2018-10-29 17:00:00,N
ADAN,"Carnival: Ansal Plaza, Vaishali",90,2018-10-29 17:00:00,GOLD,115.00,Available,07:30 PM,201810291930,night,2018-10-29 17:00:00,N
ADAN,"Carnival: Ansal Plaza, Vaishali",92,2018-10-29 17:00:00,GOLD,115.00,Available,10:00 PM,201810292200,night,2018-10-29 17:00:00,N
ADAN,"Carnival: Ansal Plaza, Vaishali",92,2018-10-29 17:00:00,GOLD,115.00,Available,10:00 PM,201810292200,night,2018-10-29 17:00:00,N
ADGN,"Carnival: Ansal Plaza, Palam Vihar",88,2018-10-29 17:00:00,GOLD,180.00,Available,05:30 PM,201810291730,evening,2018-10-29 17:00:00,N
ADGN,"Carnival: Ansal Plaza, Palam Vihar",88,2018-10-29 17:00:00,GOLD,180.00,Available,05:30 PM,201810291730,evening,2018-10-29 17:00:00,N
ADGN,"Carnival: Ansal Plaza, Palam Vihar",84,2018-10-29 17:00:00,GOLD,180.00,Available,08:00 PM,201810292000,night,2018-10-29 17:00:00,N
ADGN,"Carnival: Ansal Plaza, Palam Vihar",84,2018-10-29 17:00:00,GOLD,180.00,Available,08:00 PM,201810292000,night,2018-10-29 17:00:00,N
ADGN,"Carnival: Ansal Plaza, Palam Vihar",98,2018-10-29 17:00:00,GOLD,180.00,Available,10:40 PM,201810292240,night,2018-10-29 17:00:00,N
ADGN,"Carnival: Ansal Plaza, Palam Vihar",98,2018-10-29 17:00:00,GOLD,180.00,Available,10:40 PM,201810292240,night,2018-10-29 17:00:00,N
ADRP,"Carnival: Pacific Mall, Sahibabad",88,2018-10-29 17:00:00,GOLD,150.00,Available,06:10 PM,201810291810,evening,2018-10-29 17:00:00,N
ADRP,"Carnival: Pacific Mall, Sahibabad",90,2018-10-29 17:00:00,EBONY,350.00,Available,07:30 PM,201810291930,night,2018-10-29 17:00:00,N
